# ground truth trajectory
# file: 'rgbd_dataset_freiburg1_rpy.bag'
# timestamp tx ty tz qx qy qz qw
1305031232.7531 1.2931 0.6611 1.5428 -0.6594 -0.5521 -0.0649 0.5061
1305031232.7631 1.2934 0.6611 1.5432 -0.6585 -0.5506 -0.0693 0.5084
1305031232.7731 1.2936 0.6611 1.5438 -0.6565 -0.5490 -0.0729 0.5121
1305031232.7831 1.2941 0.6610 1.5444 -0.6550 -0.5476 -0.0766 0.5150
1305031232.7931 1.2944 0.6610 1.5449 -0.6531 -0.5464 -0.0797 0.5182
1305031232.8031 1.2948 0.6609 1.5455 -0.6519 -0.5450 -0.0835 0.5206
1305031232.8131 1.2952 0.6607 1.5459 -0.6513 -0.5431 -0.0870 0.5228
1305031232.8231 1.2956 0.6608 1.5464 -0.6501 -0.5416 -0.0898 0.5253
1305031232.8332 1.2962 0.6607 1.5472 -0.6498 -0.5398 -0.0937 0.5269
1305031232.8431 1.2964 0.6608 1.5477 -0.6485 -0.5385 -0.0957 0.5294
1305031232.8533 1.2968 0.6607 1.5482 -0.6480 -0.5366 -0.0988 0.5314
1305031232.8631 1.2973 0.6607 1.5488 -0.6474 -0.5354 -0.1016 0.5328
1305031232.8731 1.2977 0.6605 1.5494 -0.6469 -0.5346 -0.1030 0.5340
1305031232.8831 1.2982 0.6604 1.5500 -0.6465 -0.5334 -0.1041 0.5355
1305031232.8931 1.2986 0.6604 1.5506 -0.6464 -0.5323 -0.1051 0.5364
1305031232.9031 1.2991 0.6603 1.5511 -0.6471 -0.5309 -0.1060 0.5368
1305031232.9131 1.2995 0.6604 1.5514 -0.6477 -0.5298 -0.1055 0.5372
1305031232.9231 1.2998 0.6606 1.5518 -0.6474 -0.5293 -0.1042 0.5384
1305031232.9331 1.3002 0.6606 1.5523 -0.6472 -0.5290 -0.1036 0.5391
1305031232.9437 1.3006 0.6603 1.5528 -0.6477 -0.5286 -0.1035 0.5389
1305031232.9531 1.3012 0.6602 1.5532 -0.6483 -0.5279 -0.1033 0.5388
1305031232.9631 1.3015 0.6601 1.5535 -0.6482 -0.5274 -0.1027 0.5396
1305031232.9731 1.3017 0.6602 1.5537 -0.6484 -0.5269 -0.1023 0.5400
1305031232.9831 1.3018 0.6603 1.5539 -0.6484 -0.5264 -0.1011 0.5406
1305031232.9934 1.3023 0.6602 1.5539 -0.6507 -0.5258 -0.1003 0.5386
1305031233.0031 1.3024 0.6600 1.5540 -0.6518 -0.5263 -0.0974 0.5373
1305031233.0131 1.3026 0.6598 1.5538 -0.6534 -0.5278 -0.0932 0.5346
1305031233.0231 1.3030 0.6594 1.5538 -0.6552 -0.5298 -0.0887 0.5312
1305031233.0331 1.3029 0.6592 1.5536 -0.6562 -0.5319 -0.0818 0.5290
1305031233.0437 1.3032 0.6587 1.5535 -0.6578 -0.5334 -0.0752 0.5264
1305031233.0531 1.3030 0.6585 1.5533 -0.6595 -0.5350 -0.0691 0.5235
1305031233.0631 1.3030 0.6580 1.5531 -0.6619 -0.5364 -0.0631 0.5197
1305031233.0731 1.3031 0.6575 1.5528 -0.6642 -0.5388 -0.0564 0.5152
1305031233.0831 1.3030 0.6572 1.5522 -0.6664 -0.5413 -0.0488 0.5104
1305031233.0931 1.3029 0.6569 1.5516 -0.6683 -0.5447 -0.0401 0.5050
1305031233.1031 1.3025 0.6569 1.5509 -0.6701 -0.5475 -0.0318 0.5002
1305031233.1131 1.3025 0.6566 1.5505 0.6725 0.5487 0.0255 -0.4961
1305031233.1231 1.3022 0.6564 1.5500 0.6744 0.5494 0.0203 -0.4928
1305031233.1331 1.3024 0.6561 1.5496 0.6771 0.5492 0.0178 -0.4895
1305031233.1431 1.3023 0.6560 1.5490 0.6788 0.5489 0.0158 -0.4876
1305031233.1531 1.3023 0.6558 1.5485 0.6801 0.5488 0.0144 -0.4858
1305031233.1631 1.3019 0.6559 1.5478 0.6809 0.5496 0.0130 -0.4839
1305031233.1731 1.3017 0.6558 1.5471 0.6821 0.5504 0.0130 -0.4813
1305031233.1832 1.3012 0.6558 1.5463 0.6823 0.5510 0.0114 -0.4803
1305031233.1931 1.3011 0.6554 1.5458 0.6838 0.5513 0.0120 -0.4778
1305031233.2031 1.3007 0.6550 1.5450 0.6850 0.5519 0.0110 -0.4754
1305031233.2131 1.3004 0.6545 1.5443 0.6862 0.5526 0.0103 -0.4729
1305031233.2231 1.2999 0.6538 1.5435 0.6872 0.5540 0.0075 -0.4700
1305031233.2331 1.2994 0.6529 1.5429 0.6879 0.5566 0.0036 -0.4658
1305031233.2431 1.2988 0.6519 1.5421 0.6880 0.5590 -0.0019 -0.4628
1305031233.2531 1.2981 0.6510 1.5413 0.6879 0.5618 -0.0088 -0.4595
1305031233.2631 1.2974 0.6498 1.5405 0.6884 0.5650 -0.0152 -0.4546
1305031233.2731 1.2966 0.6485 1.5395 0.6898 0.5675 -0.0221 -0.4490
1305031233.2831 1.2961 0.6470 1.5385 0.6923 0.5710 -0.0292 -0.4402
1305031233.2931 1.2954 0.6456 1.5373 0.6940 0.5749 -0.0381 -0.4318
1305031233.3031 1.2945 0.6440 1.5361 0.6958 0.5797 -0.0479 -0.4213
1305031233.3131 1.2933 0.6422 1.5349 0.6963 0.5847 -0.0610 -0.4119
1305031233.3231 1.2927 0.6407 1.5338 0.6981 0.5884 -0.0723 -0.4014
1305031233.3331 1.2917 0.6391 1.5330 0.6996 0.5916 -0.0828 -0.3920
1305031233.3431 1.2908 0.6376 1.5322 0.7007 0.5936 -0.0937 -0.3845
1305031233.3531 1.2900 0.6361 1.5315 0.7022 0.5956 -0.1021 -0.3765
1305031233.3631 1.2892 0.6347 1.5307 0.7033 0.5981 -0.1097 -0.3682
1305031233.3731 1.2885 0.6335 1.5299 0.7028 0.6009 -0.1192 -0.3616
1305031233.3831 1.2876 0.6320 1.5292 0.7028 0.6045 -0.1267 -0.3530
1305031233.3931 1.2872 0.6306 1.5283 0.7032 0.6076 -0.1340 -0.3439
1305031233.4031 1.2862 0.6291 1.5275 0.7025 0.6105 -0.1434 -0.3365
1305031233.4131 1.2852 0.6278 1.5268 0.7016 0.6131 -0.1526 -0.3295
1305031233.4231 1.2846 0.6267 1.5264 0.7012 0.6150 -0.1606 -0.3229
1305031233.4331 1.2840 0.6257 1.5259 0.7011 0.6166 -0.1669 -0.3168
1305031233.4431 1.2834 0.6247 1.5256 0.7011 0.6179 -0.1717 -0.3118
1305031233.4531 1.2829 0.6239 1.5252 0.7012 0.6183 -0.1755 -0.3085
1305031233.4631 1.2822 0.6231 1.5248 0.7006 0.6191 -0.1793 -0.3062
1305031233.4731 1.2815 0.6224 1.5246 0.6994 0.6211 -0.1815 -0.3036
1305031233.4831 1.2812 0.6217 1.5241 0.6990 0.6222 -0.1832 -0.3012
1305031233.4931 1.2805 0.6211 1.5238 0.6976 0.6239 -0.1860 -0.2993
1305031233.5031 1.2802 0.6206 1.5234 0.6966 0.6255 -0.1882 -0.2968
1305031233.5131 1.2799 0.6198 1.5232 0.6959 0.6272 -0.1905 -0.2933
1305031233.5231 1.2793 0.6194 1.5227 0.6949 0.6283 -0.1940 -0.2911
1305031233.5331 1.2789 0.6188 1.5224 0.6940 0.6299 -0.1974 -0.2874
1305031233.5431 1.2784 0.6183 1.5221 0.6935 0.6308 -0.2015 -0.2839
1305031233.5531 1.2776 0.6175 1.5217 0.6917 0.6328 -0.2065 -0.2800
1305031233.5631 1.2774 0.6170 1.5214 0.6916 0.6336 -0.2109 -0.2753
1305031233.5731 1.2771 0.6163 1.5211 0.6908 0.6351 -0.2162 -0.2696
1305031233.5831 1.2770 0.6158 1.5208 0.6898 0.6367 -0.2219 -0.2637
1305031233.5931 1.2761 0.6150 1.5204 0.6875 0.6377 -0.2303 -0.2600
1305031233.6031 1.2759 0.6143 1.5203 0.6864 0.6391 -0.2361 -0.2542
1305031233.6132 1.2759 0.6137 1.5201 0.6855 0.6402 -0.2419 -0.2484
1305031233.6231 1.2760 0.6132 1.5200 0.6846 0.6414 -0.2472 -0.2427
1305031233.6331 1.2757 0.6128 1.5198 0.6835 0.6419 -0.2529 -0.2384
1305031233.6431 1.2758 0.6123 1.5198 0.6829 0.6428 -0.2569 -0.2335
1305031233.6531 1.2756 0.6119 1.5195 0.6818 0.6437 -0.2617 -0.2286
1305031233.6631 1.2758 0.6116 1.5194 0.6812 0.6446 -0.2649 -0.2242
1305031233.6731 1.2755 0.6112 1.5193 0.6801 0.6453 -0.2686 -0.2210
1305031233.6831 1.2758 0.6110 1.5192 0.6793 0.6458 -0.2717 -0.2183
1305031233.6931 1.2759 0.6109 1.5190 0.6785 0.6464 -0.2741 -0.2161
1305031233.7031 1.2756 0.6108 1.5189 0.6772 0.6471 -0.2763 -0.2150
1305031233.7131 1.2758 0.6109 1.5188 0.6767 0.6478 -0.2767 -0.2141
1305031233.7231 1.2759 0.6110 1.5188 0.6764 0.6485 -0.2761 -0.2140
1305031233.7331 1.2757 0.6112 1.5187 0.6756 0.6491 -0.2758 -0.2150
1305031233.7431 1.2760 0.6116 1.5187 0.6759 0.6492 -0.2738 -0.2162
1305031233.7531 1.2761 0.6120 1.5186 0.6760 0.6496 -0.2718 -0.2172
1305031233.7633 1.2761 0.6124 1.5184 0.6759 0.6500 -0.2700 -0.2187
1305031233.7731 1.2763 0.6129 1.5183 0.6761 0.6501 -0.2679 -0.2201
1305031233.7831 1.2767 0.6135 1.5183 0.6766 0.6506 -0.2646 -0.2211
1305031233.7931 1.2768 0.6140 1.5182 0.6769 0.6508 -0.2627 -0.2218
1305031233.8031 1.2766 0.6144 1.5180 0.6765 0.6511 -0.2621 -0.2230
1305031233.8131 1.2767 0.6149 1.5180 0.6763 0.6512 -0.2615 -0.2242
1305031233.8231 1.2770 0.6153 1.5182 0.6764 0.6509 -0.2611 -0.2251
1305031233.8331 1.2773 0.6159 1.5183 0.6764 0.6509 -0.2607 -0.2253
1305031233.8431 1.2776 0.6163 1.5185 0.6761 0.6513 -0.2608 -0.2252
1305031233.8531 1.2778 0.6167 1.5185 0.6757 0.6514 -0.2616 -0.2253
1305031233.8631 1.2782 0.6171 1.5183 0.6757 0.6518 -0.2615 -0.2240
1305031233.8731 1.2780 0.6175 1.5182 0.6750 0.6513 -0.2638 -0.2248
1305031233.8831 1.2784 0.6180 1.5184 0.6752 0.6513 -0.2637 -0.2244
1305031233.8931 1.2783 0.6183 1.5181 0.6749 0.6508 -0.2657 -0.2243
1305031233.9031 1.2786 0.6189 1.5181 0.6755 0.6502 -0.2663 -0.2236
1305031233.9131 1.2788 0.6194 1.5181 0.6759 0.6494 -0.2670 -0.2238
1305031233.9231 1.2787 0.6199 1.5181 0.6758 0.6487 -0.2684 -0.2247
1305031233.9331 1.2790 0.6205 1.5182 0.6758 0.6479 -0.2692 -0.2258
1305031233.9432 1.2791 0.6210 1.5182 0.6753 0.6475 -0.2704 -0.2272
1305031233.9531 1.2793 0.6215 1.5183 0.6747 0.6475 -0.2710 -0.2283
1305031233.9631 1.2795 0.6220 1.5183 0.6746 0.6471 -0.2710 -0.2297
1305031233.9731 1.2795 0.6225 1.5185 0.6743 0.6465 -0.2714 -0.2318
1305031233.9834 1.2796 0.6231 1.5186 0.6740 0.6454 -0.2724 -0.2343
1305031233.9931 1.2795 0.6236 1.5188 0.6731 0.6445 -0.2741 -0.2376
1305031234.0031 1.2796 0.6241 1.5190 0.6726 0.6434 -0.2755 -0.2403
1305031234.0132 1.2797 0.6246 1.5191 0.6722 0.6427 -0.2760 -0.2425
1305031234.0232 1.2800 0.6251 1.5192 0.6724 0.6420 -0.2757 -0.2445
1305031234.0332 1.2799 0.6255 1.5193 0.6720 0.6412 -0.2761 -0.2470
1305031234.0433 1.2798 0.6259 1.5192 0.6712 0.6398 -0.2779 -0.2509
1305031234.0531 1.2800 0.6264 1.5194 0.6712 0.6388 -0.2779 -0.2534
1305031234.0631 1.2803 0.6269 1.5195 0.6712 0.6379 -0.2775 -0.2560
1305031234.0731 1.2802 0.6274 1.5196 0.6705 0.6371 -0.2783 -0.2592
1305031234.0831 1.2803 0.6276 1.5196 0.6701 0.6358 -0.2792 -0.2623
1305031234.0931 1.2801 0.6279 1.5197 0.6688 0.6352 -0.2807 -0.2655
1305031234.1032 1.2801 0.6282 1.5198 0.6678 0.6346 -0.2818 -0.2681
1305031234.1131 1.2802 0.6284 1.5199 0.6669 0.6338 -0.2829 -0.2711
1305031234.1231 1.2802 0.6288 1.5200 0.6659 0.6326 -0.2843 -0.2748
1305031234.1331 1.2801 0.6291 1.5200 0.6651 0.6314 -0.2856 -0.2781
1305031234.1431 1.2797 0.6293 1.5198 0.6638 0.6309 -0.2874 -0.2806
1305031234.1531 1.2799 0.6296 1.5197 0.6638 0.6302 -0.2875 -0.2822
1305031234.1631 1.2797 0.6300 1.5194 0.6631 0.6296 -0.2885 -0.2840
1305031234.1731 1.2796 0.6304 1.5193 0.6627 0.6285 -0.2897 -0.2864
1305031234.1831 1.2798 0.6307 1.5193 0.6626 0.6274 -0.2904 -0.2883
1305031234.1931 1.2793 0.6309 1.5194 0.6610 0.6257 -0.2935 -0.2922
1305031234.2031 1.2790 0.6312 1.5194 0.6596 0.6241 -0.2965 -0.2960
1305031234.2131 1.2790 0.6315 1.5194 0.6586 0.6232 -0.2980 -0.2984
1305031234.2231 1.2789 0.6317 1.5194 0.6576 0.6226 -0.2994 -0.3006
1305031234.2331 1.2787 0.6320 1.5193 0.6566 0.6217 -0.3009 -0.3032
1305031234.2431 1.2785 0.6323 1.5190 0.6559 0.6207 -0.3021 -0.3054
1305031234.2531 1.2783 0.6326 1.5188 0.6554 0.6196 -0.3034 -0.3074
1305031234.2631 1.2781 0.6328 1.5185 0.6549 0.6186 -0.3046 -0.3092
1305031234.2731 1.2776 0.6329 1.5183 0.6538 0.6179 -0.3066 -0.3110
1305031234.2831 1.2773 0.6331 1.5182 0.6531 0.6167 -0.3083 -0.3130
1305031234.2931 1.2770 0.6333 1.5180 0.6521 0.6155 -0.3104 -0.3156
1305031234.3031 1.2774 0.6337 1.5181 0.6519 0.6152 -0.3102 -0.3168
1305031234.3131 1.2770 0.6338 1.5181 0.6503 0.6143 -0.3124 -0.3195
1305031234.3232 1.2769 0.6339 1.5181 0.6489 0.6135 -0.3143 -0.3220
1305031234.3331 1.2769 0.6341 1.5179 0.6479 0.6127 -0.3160 -0.3240
1305031234.3431 1.2765 0.6342 1.5178 0.6464 0.6115 -0.3187 -0.3266
1305031234.3531 1.2763 0.6343 1.5177 0.6458 0.6105 -0.3201 -0.3282
1305031234.3631 1.2762 0.6344 1.5176 0.6453 0.6095 -0.3214 -0.3298
1305031234.3731 1.2763 0.6346 1.5176 0.6450 0.6082 -0.3224 -0.3317
1305031234.3831 1.2761 0.6347 1.5176 0.6442 0.6074 -0.3240 -0.3334
1305031234.3931 1.2760 0.6348 1.5176 0.6430 0.6065 -0.3258 -0.3355
1305031234.4031 1.2758 0.6348 1.5176 0.6414 0.6053 -0.3281 -0.3384
1305031234.4131 1.2757 0.6349 1.5177 0.6403 0.6046 -0.3294 -0.3406
1305031234.4232 1.2758 0.6352 1.5180 0.6389 0.6035 -0.3310 -0.3435
1305031234.4331 1.2758 0.6354 1.5183 0.6372 0.6015 -0.3338 -0.3476
1305031234.4430 1.2756 0.6354 1.5186 0.6354 0.5998 -0.3363 -0.3511
1305031234.4531 1.2750 0.6356 1.5189 0.6329 0.5976 -0.3402 -0.3558
1305031234.4631 1.2751 0.6358 1.5192 0.6320 0.5961 -0.3415 -0.3587
1305031234.4731 1.2751 0.6360 1.5194 0.6311 0.5950 -0.3428 -0.3608
1305031234.4831 1.2751 0.6362 1.5197 0.6302 0.5940 -0.3440 -0.3629
1305031234.4931 1.2751 0.6363 1.5201 0.6291 0.5922 -0.3460 -0.3658
1305031234.5031 1.2750 0.6362 1.5202 0.6279 0.5900 -0.3492 -0.3685
1305031234.5131 1.2750 0.6363 1.5206 0.6259 0.5877 -0.3525 -0.3722
1305031234.5231 1.2752 0.6363 1.5212 0.6235 0.5855 -0.3562 -0.3763
1305031234.5331 1.2753 0.6365 1.5219 0.6213 0.5840 -0.3590 -0.3795
1305031234.5431 1.2753 0.6367 1.5225 0.6187 0.5820 -0.3625 -0.3834
1305031234.5531 1.2754 0.6366 1.5229 0.6175 0.5808 -0.3645 -0.3853
1305031234.5631 1.2754 0.6367 1.5235 0.6155 0.5792 -0.3675 -0.3880
1305031234.5731 1.2754 0.6367 1.5239 0.6138 0.5776 -0.3703 -0.3904
1305031234.5831 1.2758 0.6368 1.5244 0.6125 0.5762 -0.3725 -0.3925
1305031234.5931 1.2757 0.6367 1.5251 0.6106 0.5749 -0.3747 -0.3952
1305031234.6031 1.2757 0.6367 1.5257 0.6081 0.5725 -0.3782 -0.3992
1305031234.6131 1.2760 0.6367 1.5263 0.6068 0.5709 -0.3799 -0.4018
1305031234.6231 1.2758 0.6368 1.5269 0.6038 0.5683 -0.3838 -0.4064
1305031234.6331 1.2761 0.6369 1.5274 0.6023 0.5668 -0.3855 -0.4091
1305031234.6431 1.2762 0.6367 1.5279 0.5999 0.5653 -0.3882 -0.4122
1305031234.6531 1.2763 0.6366 1.5285 0.5978 0.5645 -0.3900 -0.4146
1305031234.6632 1.2765 0.6366 1.5290 0.5953 0.5630 -0.3924 -0.4180
1305031234.6731 1.2766 0.6365 1.5295 0.5930 0.5612 -0.3947 -0.4214
1305031234.6831 1.2768 0.6364 1.5301 0.5910 0.5594 -0.3965 -0.4249
1305031234.6931 1.2759 0.6363 1.5305 0.5864 0.5564 -0.4025 -0.4297
1305031234.7030 1.2760 0.6362 1.5310 0.5839 0.5547 -0.4049 -0.4329
1305031234.7131 1.2762 0.6361 1.5313 0.5820 0.5534 -0.4066 -0.4355
1305031234.7231 1.2762 0.6357 1.5318 0.5791 0.5522 -0.4092 -0.4385
1305031234.7330 1.2763 0.6355 1.5322 0.5764 0.5503 -0.4118 -0.4419
1305031234.7431 1.2766 0.6353 1.5327 0.5743 0.5482 -0.4140 -0.4453
1305031234.7532 1.2769 0.6353 1.5333 0.5720 0.5461 -0.4162 -0.4487
1305031234.7631 1.2767 0.6350 1.5338 0.5688 0.5433 -0.4199 -0.4527
1305031234.7731 1.2769 0.6349 1.5343 0.5659 0.5406 -0.4228 -0.4569
1305031234.7831 1.2770 0.6347 1.5346 0.5632 0.5391 -0.4252 -0.4597
1305031234.7931 1.2773 0.6346 1.5348 0.5619 0.5386 -0.4262 -0.4611
1305031234.8030 1.2771 0.6342 1.5349 0.5601 0.5376 -0.4281 -0.4625
1305031234.8131 1.2772 0.6340 1.5350 0.5587 0.5366 -0.4292 -0.4644
1305031234.8231 1.2774 0.6338 1.5352 0.5573 0.5353 -0.4303 -0.4667
1305031234.8330 1.2774 0.6335 1.5354 0.5551 0.5335 -0.4321 -0.4695
1305031234.8431 1.2775 0.6333 1.5356 0.5532 0.5321 -0.4338 -0.4719
1305031234.8531 1.2772 0.6331 1.5358 0.5506 0.5305 -0.4361 -0.4745
1305031234.8631 1.2774 0.6329 1.5359 0.5498 0.5298 -0.4364 -0.4760
1305031234.8731 1.2773 0.6327 1.5359 0.5485 0.5293 -0.4371 -0.4774
1305031234.8831 1.2772 0.6326 1.5358 0.5475 0.5290 -0.4375 -0.4786
1305031234.8931 1.2771 0.6324 1.5358 0.5464 0.5284 -0.4381 -0.4799
1305031234.9031 1.2765 0.6322 1.5357 0.5448 0.5277 -0.4395 -0.4812
1305031234.9132 1.2763 0.6322 1.5354 0.5455 0.5277 -0.4387 -0.4811
1305031234.9231 1.2756 0.6321 1.5349 0.5464 0.5283 -0.4380 -0.4801
1305031234.9331 1.2751 0.6322 1.5345 0.5482 0.5298 -0.4362 -0.4780
1305031234.9431 1.2744 0.6321 1.5340 0.5492 0.5304 -0.4357 -0.4767
1305031234.9531 1.2738 0.6322 1.5335 0.5500 0.5304 -0.4353 -0.4763
1305031234.9631 1.2731 0.6323 1.5330 0.5502 0.5307 -0.4355 -0.4754
1305031234.9731 1.2720 0.6324 1.5324 0.5504 0.5322 -0.4353 -0.4738
1305031234.9832 1.2713 0.6326 1.5316 0.5525 0.5342 -0.4335 -0.4705
1305031234.9931 1.2705 0.6327 1.5309 0.5547 0.5357 -0.4319 -0.4677
1305031235.0031 1.2698 0.6328 1.5300 0.5569 0.5372 -0.4307 -0.4646
1305031235.0131 1.2695 0.6331 1.5295 0.5586 0.5384 -0.4290 -0.4627
1305031235.0232 1.2684 0.6333 1.5288 0.5592 0.5390 -0.4289 -0.4613
1305031235.0331 1.2678 0.6336 1.5281 0.5604 0.5399 -0.4282 -0.4594
1305031235.0431 1.2671 0.6339 1.5274 0.5617 0.5417 -0.4268 -0.4570
1305031235.0531 1.2665 0.6340 1.5263 0.5639 0.5439 -0.4252 -0.4531
1305031235.0631 1.2663 0.6344 1.5256 0.5670 0.5467 -0.4218 -0.4492
1305031235.0731 1.2650 0.6346 1.5246 0.5677 0.5477 -0.4222 -0.4467
1305031235.0831 1.2647 0.6350 1.5238 0.5704 0.5494 -0.4194 -0.4438
1305031235.0931 1.2641 0.6353 1.5229 0.5726 0.5508 -0.4177 -0.4407
1305031235.1030 1.2641 0.6357 1.5223 0.5757 0.5524 -0.4141 -0.4381
1305031235.1131 1.2633 0.6359 1.5215 0.5760 0.5528 -0.4146 -0.4367
1305031235.1231 1.2628 0.6362 1.5207 0.5770 0.5538 -0.4141 -0.4347
1305031235.1330 1.2629 0.6365 1.5201 0.5783 0.5549 -0.4127 -0.4328
1305031235.1431 1.2624 0.6368 1.5194 0.5785 0.5561 -0.4126 -0.4310
1305031235.1531 1.2619 0.6369 1.5187 0.5794 0.5583 -0.4113 -0.4282
1305031235.1631 1.2618 0.6374 1.5176 0.5822 0.5607 -0.4081 -0.4244
1305031235.1730 1.2611 0.6377 1.5166 0.5846 0.5623 -0.4062 -0.4209
1305031235.1831 1.2610 0.6380 1.5157 0.5879 0.5643 -0.4025 -0.4169
1305031235.1931 1.2603 0.6383 1.5146 0.5899 0.5657 -0.4009 -0.4138
1305031235.2038 1.2601 0.6387 1.5139 0.5918 0.5663 -0.3989 -0.4122
1305031235.2131 1.2601 0.6391 1.5131 0.5934 0.5675 -0.3967 -0.4105
1305031235.2234 1.2601 0.6393 1.5123 0.5956 0.5693 -0.3940 -0.4075
1305031235.2331 1.2598 0.6393 1.5114 0.5966 0.5709 -0.3926 -0.4050
1305031235.2430 1.2598 0.6398 1.5105 0.5992 0.5742 -0.3885 -0.4005
1305031235.2531 1.2596 0.6400 1.5096 0.6005 0.5756 -0.3866 -0.3984
1305031235.2631 1.2594 0.6402 1.5087 0.6021 0.5772 -0.3842 -0.3960
1305031235.2731 1.2593 0.6405 1.5080 0.6036 0.5787 -0.3816 -0.3939
1305031235.2842 1.2599 0.6404 1.5069 0.6064 0.5801 -0.3780 -0.3910
1305031235.2930 1.2594 0.6407 1.5059 0.6078 0.5812 -0.3760 -0.3892
1305031235.3030 1.2594 0.6410 1.5048 0.6106 0.5834 -0.3719 -0.3854
1305031235.3131 1.2589 0.6413 1.5038 0.6124 0.5848 -0.3690 -0.3831
1305031235.3232 1.2587 0.6415 1.5026 0.6152 0.5869 -0.3653 -0.3790
1305031235.3331 1.2585 0.6418 1.5014 0.6174 0.5884 -0.3622 -0.3762
1305031235.3431 1.2584 0.6421 1.5004 0.6195 0.5898 -0.3590 -0.3734
1305031235.3532 1.2582 0.6424 1.4994 0.6215 0.5917 -0.3561 -0.3701
1305031235.3631 1.2582 0.6428 1.4984 0.6232 0.5929 -0.3534 -0.3677
1305031235.3730 1.2581 0.6429 1.4975 0.6244 0.5939 -0.3520 -0.3654
1305031235.3834 1.2578 0.6431 1.4964 0.6253 0.5952 -0.3508 -0.3630
1305031235.3930 1.2580 0.6435 1.4954 0.6278 0.5976 -0.3470 -0.3584
1305031235.4030 1.2574 0.6437 1.4940 0.6297 0.5996 -0.3447 -0.3537
1305031235.4131 1.2575 0.6439 1.4927 0.6328 0.6016 -0.3411 -0.3482
1305031235.4234 1.2574 0.6442 1.4915 0.6360 0.6039 -0.3367 -0.3427
1305031235.4331 1.2571 0.6444 1.4902 0.6383 0.6041 -0.3350 -0.3398
1305031235.4431 1.2579 0.6453 1.4898 0.6417 0.6065 -0.3285 -0.3354
1305031235.4531 1.2577 0.6455 1.4888 0.6432 0.6076 -0.3271 -0.3318
1305031235.4631 1.2575 0.6456 1.4877 0.6450 0.6092 -0.3246 -0.3278
1305031235.4731 1.2578 0.6459 1.4867 0.6479 0.6109 -0.3205 -0.3230
1305031235.4831 1.2577 0.6461 1.4856 0.6496 0.6120 -0.3184 -0.3196
1305031235.4931 1.2575 0.6463 1.4845 0.6514 0.6133 -0.3162 -0.3156
1305031235.5030 1.2576 0.6466 1.4835 0.6534 0.6151 -0.3128 -0.3112
1305031235.5131 1.2570 0.6467 1.4821 0.6544 0.6158 -0.3128 -0.3077
1305031235.5231 1.2575 0.6471 1.4811 0.6574 0.6172 -0.3081 -0.3032
1305031235.5331 1.2575 0.6473 1.4798 0.6601 0.6182 -0.3051 -0.2984
1305031235.5431 1.2576 0.6476 1.4790 0.6620 0.6190 -0.3024 -0.2951
1305031235.5531 1.2579 0.6479 1.4781 0.6645 0.6207 -0.2982 -0.2904
1305031235.5631 1.2577 0.6481 1.4768 0.6660 0.6213 -0.2963 -0.2874
1305031235.5731 1.2577 0.6483 1.4756 0.6684 0.6228 -0.2925 -0.2824
1305031235.5831 1.2577 0.6485 1.4745 0.6705 0.6247 -0.2884 -0.2774
1305031235.5931 1.2577 0.6486 1.4731 0.6724 0.6259 -0.2857 -0.2729
1305031235.6030 1.2579 0.6489 1.4721 0.6745 0.6275 -0.2815 -0.2685
1305031235.6130 1.2578 0.6491 1.4708 0.6766 0.6280 -0.2787 -0.2646
1305031235.6231 1.2579 0.6493 1.4696 0.6787 0.6294 -0.2750 -0.2599
1305031235.6331 1.2581 0.6496 1.4684 0.6809 0.6299 -0.2721 -0.2561
1305031235.6430 1.2582 0.6496 1.4671 0.6830 0.6310 -0.2691 -0.2510
1305031235.6531 1.2584 0.6498 1.4659 0.6852 0.6321 -0.2650 -0.2463
1305031235.6630 1.2581 0.6499 1.4645 0.6869 0.6331 -0.2624 -0.2419
1305031235.6730 1.2586 0.6501 1.4633 0.6891 0.6342 -0.2586 -0.2367
1305031235.6831 1.2585 0.6503 1.4619 0.6909 0.6354 -0.2554 -0.2317
1305031235.6931 1.2584 0.6504 1.4606 0.6924 0.6359 -0.2534 -0.2282
1305031235.7030 1.2587 0.6505 1.4594 0.6945 0.6370 -0.2495 -0.2227
1305031235.7131 1.2590 0.6506 1.4580 0.6960 0.6381 -0.2466 -0.2181
1305031235.7230 1.2592 0.6507 1.4568 0.6977 0.6395 -0.2432 -0.2126
1305031235.7331 1.2596 0.6508 1.4555 0.6994 0.6401 -0.2400 -0.2086
1305031235.7431 1.2598 0.6510 1.4539 0.7014 0.6406 -0.2369 -0.2040
1305031235.7531 1.2603 0.6511 1.4527 0.7032 0.6418 -0.2325 -0.1988
1305031235.7631 1.2605 0.6511 1.4512 0.7053 0.6426 -0.2285 -0.1934
1305031235.7730 1.2608 0.6513 1.4499 0.7073 0.6428 -0.2249 -0.1893
1305031235.7831 1.2610 0.6514 1.4486 0.7089 0.6432 -0.2222 -0.1854
1305031235.7931 1.2611 0.6514 1.4471 0.7102 0.6440 -0.2191 -0.1813
1305031235.8031 1.2619 0.6515 1.4458 0.7121 0.6449 -0.2148 -0.1759
1305031235.8131 1.2624 0.6517 1.4447 0.7132 0.6453 -0.2121 -0.1732
1305031235.8231 1.2627 0.6519 1.4432 0.7143 0.6459 -0.2094 -0.1693
1305031235.8331 1.2632 0.6520 1.4422 0.7158 0.6468 -0.2051 -0.1650
